cd_industry,ds_naics_industry,ds_naics_sector,ds_naics_supersector,ds_naics_domain,cd_sic_code,ds_sic_description,cd_industry_sector
424450,Confectionery merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5145,Confectionery,42
42446,Fish and seafood merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
44112,Used car dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
424460,Fish and seafood merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5146,Fish and Seafoods,42
42447,Meat and meat product merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424470,Meat and meat product merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5147,Meats and Meat Products,42
42448,Fruit and vegetable merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424480,Fruit and vegetable merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5148,Fresh Fruits and Vegetables,42
42449,Other grocery product merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424490,Other grocery product merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5149,"Groceries and Related Products, Nec",42
4245,Farm product raw material merch. whls.,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42451,Grain and field bean merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424510,Grain and field bean merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5153,Grain and Field Beans,42
42452,Livestock merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424520,Livestock merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5154,Livestock,42
42459,Other farm product raw material merch. whls.,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424590,Other farm product raw material merch. whls.,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5159,"Farm-product Raw Materials, Nec",42
4246,Chemical merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42461,Plastics materials merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424610,Plastics materials merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5162,Plastics Materials and Basic Shapes,42
42469,Other chemicals merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424690,Other chemicals merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5169,"Chemicals and Allied Products, Nec",42
4247,Petroleum merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42471,Petroleum bulk stations and terminals,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424710,Petroleum bulk stations and terminals,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5171,Petroleum Bulk Stations and Terminals,42
42472,Other petroleum merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424720,Other petroleum merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5172,"Petroleum Products, Nec",42
4248,Alcoholic beverage merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42481,Beer and ale merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424810,Beer and ale merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5181,Beer and Ale,42
42482,Wine and spirit merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424820,Wine and spirit merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5182,Wine and Distilled Beverages,42
4249,Misc. nondurable goods merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42491,Farm supplies merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424910,Farm supplies merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5191,Farm Supplies,42
42492,Book and periodical merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424920,Book and periodical merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5192,"Books, Periodicals, and Newspapers",42
42493,Nursery and florist merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424930,Nursery and florist merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5193,Flowers and Florists Supplies,42
42494,Tobacco and tobacco product merch. whls.,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424940,Tobacco and tobacco product merch. whls.,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5194,Tobacco and Tobacco Products,42
42495,Paint and supplies merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424950,Paint and supplies merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5198,"Paints, Varnishes, and Supplies",42
42499,Other nondurable goods merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
424990,Other nondurable goods merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5199,"Nondurable Goods, Nec",42
425,Electronic markets and agents and brokers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
4251,Electronic markets and agents and brokers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42511,Business to business electronic markets,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
425110,Business to business electronic markets,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5012,Automobiles and Other Motor Vehicles,42
42512,Wholesale trade agents and brokers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
425120,Wholesale trade agents and brokers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5012,Automobiles and Other Motor Vehicles,42
441,Motor vehicle and parts dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4411,Automobile dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44111,New car dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
441120,Used car dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,5521,Used Car Dealers,44
4412,Other motor vehicle dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44121,Recreational vehicle dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
441210,Recreational vehicle dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,5561,Recreational Vehicle Dealers,44
44122,"Motorcycle, boat, and other vehicle dealers",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
441221,"Motorcycle, atv, personal watercraft dealers",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
441222,Boat dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,5551,Boat Dealers,44
441228,"Motorcycle, atv, and other vehicle dealers",Retail trade,"Trade, transportation, and utilities",Service-providing,5571,Motorcycle Dealers,44
441229,All other motor vehicle dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4413,"Auto parts, accessories, and tire stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44131,Automotive parts and accessories stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
441310,Automotive parts and accessories stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5013,Motor Vehicle Supplies and New Parts,44
44132,Tire dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
441320,Tire dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,5014,Tires and Tubes,44
517212,Cellular and other wireless carriers,Information,Information,Service-providing,,,51
442,Furniture and home furnishings stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4421,Furniture stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
442110,Furniture stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5021,Furniture,44
4422,Home furnishings stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44221,Floor covering stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
442210,Floor covering stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5023,Homefurnishings,44
44229,Other home furnishings stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
442291,Window treatment stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5714,Drapery and Upholstery Stores,44
442299,All other home furnishings stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5719,Miscellaneous Homefurnishings,44
443,Electronics and appliance stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4431,Electronics and appliance stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44311,"Appliance, tv, and other electronics stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
443111,Household appliance stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
443112,"Radio, tv, and other electronics stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44312,Computer and software stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
443120,Computer and software stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44313,Camera and photographic supplies stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
443130,Camera and photographic supplies stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44314,Electronics and appliance stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
443141,Household appliance stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5064,"Electrical Appliances, Television and Radio",44
443142,Electronics stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5045,"Computers, Peripherals, and Software",44
444,Building material and garden supply stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4441,Building material and supplies dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44411,Home centers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
444110,Home centers,Retail trade,"Trade, transportation, and utilities",Service-providing,5031,"Lumber, Plywood, and Millwork",44
44412,Paint and wallpaper stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
444120,Paint and wallpaper stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5231,"Paint, Glass, and Wallpaper Stores",44
44413,Hardware stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
444130,Hardware stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5072,Hardware,44
44419,Other building material dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
444190,Other building material dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,5032,"Brick, Stone, and Related Material",44
4442,Lawn and garden equipment and supplies stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44421,Outdoor power equipment stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
444210,Outdoor power equipment stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5083,Farm and Garden Machinery,44
44422,"Nursery, garden, and farm supply stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
444220,"Nursery, garden, and farm supply stores",Retail trade,"Trade, transportation, and utilities",Service-providing,5153,Grain and Field Beans,44
445,Food and beverage stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4451,Grocery stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44511,Supermarkets and other grocery stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
445110,Supermarkets and other grocery stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5141,"Groceries, General Line",44
44512,Convenience stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
454111,Electronic shopping,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
445120,Convenience stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5411,Grocery Stores,44
4452,Specialty food stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44521,Meat markets,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
445210,Meat markets,Retail trade,"Trade, transportation, and utilities",Service-providing,5144,Poultry and Poultry Products,44
44522,Fish and seafood markets,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
445220,Fish and seafood markets,Retail trade,"Trade, transportation, and utilities",Service-providing,5146,Fish and Seafoods,44
44523,Fruit and vegetable markets,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
445230,Fruit and vegetable markets,Retail trade,"Trade, transportation, and utilities",Service-providing,5148,Fresh Fruits and Vegetables,44
44529,Other specialty food stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
445291,Baked goods stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5461,Retail Bakeries,44
445292,Confectionery and nut stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5145,Confectionery,44
445299,All other specialty food stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5143,"Dairy Products, Except Dried or Canned",44
4453,"Beer, wine, and liquor stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44531,"Beer, wine, and liquor stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
445310,"Beer, wine, and liquor stores",Retail trade,"Trade, transportation, and utilities",Service-providing,5181,Beer and Ale,44
446,Health and personal care stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4461,Health and personal care stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44611,Pharmacies and drug stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
446110,Pharmacies and drug stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5122,"Drugs, Proprietaries, and Sundries",44
44612,Cosmetic and beauty supply stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
446120,Cosmetic and beauty supply stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5087,Service Establishment Equipment,44
44613,Optical goods stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
446130,Optical goods stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5995,Optical Goods Stores,44
44619,Other health and personal care stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
446191,"Food, health, supplement stores",Retail trade,"Trade, transportation, and utilities",Service-providing,5122,"Drugs, Proprietaries, and Sundries",44
446199,All other health and personal care stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5047,Medical and Hospital Equipment,44
447,Gasoline stations,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4471,Gasoline stations,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44711,Gasoline stations with convenience stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
447110,Gasoline stations with convenience stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5411,Grocery Stores,44
44719,Other gasoline stations,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
447190,Other gasoline stations,Retail trade,"Trade, transportation, and utilities",Service-providing,5541,Gasoline Service Stations,44
448,Clothing and clothing accessories stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
4481,Clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44811,Men's clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448110,Men's clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5136,Men's and Boy's Clothing,44
44812,Women's clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448120,Women's clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5137,Women's and Children's Clothing,44
44813,Children's and infants' clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448130,Children's and infants' clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5137,Women's and Children's Clothing,44
44814,Family clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448140,Family clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5651,Family Clothing Stores,44
44815,Clothing accessories stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448150,Clothing accessories stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5611,Men's and Boys' Clothing Stores,44
44819,Other clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448190,Other clothing stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5136,Men's and Boy's Clothing,44
4482,Shoe stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44821,Shoe stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448210,Shoe stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5139,Footwear,44
4483,"Jewelry, luggage, and leather goods stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
44831,Jewelry stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448310,Jewelry stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5094,Jewelry and Precious Stones,44
44832,Luggage and leather goods stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,44
448320,Luggage and leather goods stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5948,Luggage and Leather Goods Stores,44
451,"Sports, hobby, music instrument, book stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
4511,Sporting goods and musical instrument stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45111,Sporting goods stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
451110,Sporting goods stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5091,Sporting and Recreation Goods,45
45112,"Hobby, toy, and game stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
451120,"Hobby, toy, and game stores",Retail trade,"Trade, transportation, and utilities",Service-providing,5092,Toys and Hobby Goods and Supplies,45
45113,"Sewing, needlework, and piece goods stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
451130,"Sewing, needlework, and piece goods stores",Retail trade,"Trade, transportation, and utilities",Service-providing,5131,Piece Goods and Notions,45
45114,Musical instrument and supplies stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
451140,Musical instrument and supplies stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5736,Musical Instrument Stores,45
4512,Book stores and news dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45121,Book stores and news dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
451211,Book stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5192,"Books, Periodicals, and Newspapers",45
451212,News dealers and newsstands,Retail trade,"Trade, transportation, and utilities",Service-providing,5994,News Dealers and Newsstands,45
45122,"Precorded tape, cd, and record stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
451220,"Precorded tape, cd, and record stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
452,General merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
4521,Department stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45211,Department stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
452111,"Department stores, except discount",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
452112,Discount department stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
4522,Department stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45221,Department stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
452210,Department stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5311,Department Stores,45
4523,"General merchandise stores, including warehouse clubs and supercenters",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45231,"General merchandise stores, including warehouse clubs and supercenters",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
452311,Warehouse clubs and supercenters,Retail trade,"Trade, transportation, and utilities",Service-providing,5311,Department Stores,45
452319,All other general merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5331,Variety Stores,45
4529,Other general merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45291,Warehouse clubs and supercenters,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
452910,Warehouse clubs and supercenters,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45299,All other general merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
452990,All other general merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453,Miscellaneous store retailers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
4531,Florists,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45311,Florists,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453110,Florists,Retail trade,"Trade, transportation, and utilities",Service-providing,5992,Florists,45
4532,"Office supplies, stationery, and gift stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45321,Office supplies and stationery stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453210,Office supplies and stationery stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5044,Office Equipment,45
45322,"Gift, novelty, and souvenir stores",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453220,"Gift, novelty, and souvenir stores",Retail trade,"Trade, transportation, and utilities",Service-providing,5199,"Nondurable Goods, Nec",45
4533,Used merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45331,Used merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453310,Used merchandise stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5932,Used Merchandise Stores,45
4539,Other miscellaneous store retailers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45391,Pet and pet supplies stores,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453910,Pet and pet supplies stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5149,"Groceries and Related Products, Nec",45
45392,Art dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453920,Art dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,5999,"Miscellaneous Retail Stores, Nec",45
45393,"Manufactured, mobile, home dealers",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453930,"Manufactured, mobile, home dealers",Retail trade,"Trade, transportation, and utilities",Service-providing,5271,Mobile Home Dealers,45
45399,All other miscellaneous store retailers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
453991,Tobacco stores,Retail trade,"Trade, transportation, and utilities",Service-providing,5194,Tobacco and Tobacco Products,45
453998,Store retailers not specified elsewhere,Retail trade,"Trade, transportation, and utilities",Service-providing,5085,Industrial Supplies,45
454,Nonstore retailers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
4541,Electronic shopping and mail-order houses,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45411,Electronic shopping and mail-order houses,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
454110,Electronic shopping and mail-order houses,Retail trade,"Trade, transportation, and utilities",Service-providing,5961,Catalog and Mail-order Houses,45
454112,Electronic auctions,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
454113,Mail-order houses,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
4542,Vending machine operators,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45421,Vending machine operators,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
454210,Vending machine operators,Retail trade,"Trade, transportation, and utilities",Service-providing,5962,Merchandising Machine Operators,45
4543,Direct selling establishments,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45431,Fuel dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
454310,Fuel dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,5171,Petroleum Bulk Stations and Terminals,45
454311,Heating oil dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
454312,"Liquefied petroleum gas, bottled gas, dealers",Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
454319,Other fuel dealers,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
45439,Other direct selling establishments,Retail trade,"Trade, transportation, and utilities",Service-providing,,,45
454390,Other direct selling establishments,Retail trade,"Trade, transportation, and utilities",Service-providing,5142,Packaged Frozen Goods,45
481,Air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4811,Scheduled air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48111,Scheduled air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
481111,Scheduled passenger air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4512,"Air Transportation, Scheduled",48
481112,Scheduled freight air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4512,"Air Transportation, Scheduled",48
4812,Nonscheduled air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48121,Nonscheduled air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
481211,Nonscheduled air passenger chartering,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4522,"Air Transportation, Nonscheduled",48
481212,Nonscheduled air freight chartering,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4522,"Air Transportation, Nonscheduled",48
481219,Other nonscheduled air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4522,"Air Transportation, Nonscheduled",48
482,Rail transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4821,Rail transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48211,Rail transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
482111,Line-haul railroads,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4011,"Railroads, Line-haul Operating",48
482112,Short line railroads,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4013,Switching and Terminal Services,48
483,Water transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4831,"Sea, coastal, and great lakes transportation",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48311,"Sea, coastal, and great lakes transportation",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
483111,Deep sea freight transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4412,Deep Sea Foreign Transportation of Freight,48
483112,Deep sea passenger transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4481,"Deep Sea Passenger Transportation, Except Ferry",48
483113,Coastal and great lakes freight transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4424,Deep Sea Domestic Transportation of Freight,48
483114,Coastal and great lakes passenger transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4481,"Deep Sea Passenger Transportation, Except Ferry",48
4832,Inland water transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48321,Inland water transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
483211,Inland water freight transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4449,Water Transportation of Freight,48
483212,Inland water passenger transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4482,Ferries,48
484,Truck transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4841,General freight trucking,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48411,"General freight trucking, local",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
484110,"General freight trucking, local",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4212,"Local Trucking, Without Storage",48
48412,"General freight trucking, long-distance",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
484121,"General freight trucking, long-distance tl",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4213,"Trucking, Except Local",48
484122,"General freight trucking, long-distance ltl",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4213,"Trucking, Except Local",48
4842,Specialized freight trucking,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48421,Used household and office goods moving,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
484210,Used household and office goods moving,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4212,"Local Trucking, Without Storage",48
48422,"Other specialized trucking, local",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
