cd_industry,ds_naics_industry,ds_naics_sector,ds_naics_supersector,ds_naics_domain,cd_sic_code,ds_sic_description,cd_industry_sector
238191,Other residential exterior contractors,Construction,Construction,Goods-producing,,,23
238192,Other nonresidential exterior contractors,Construction,Construction,Goods-producing,,,23
2382,Building equipment contractors,Construction,Construction,Goods-producing,,,23
23821,Electrical and wiring contractors,Construction,Construction,Goods-producing,,,23
238211,Residential electrical contractors,Construction,Construction,Goods-producing,,,23
238212,Nonresidential electrical contractors,Construction,Construction,Goods-producing,,,23
23822,Plumbing and hvac contractors,Construction,Construction,Goods-producing,,,23
238221,Residential plumbing and hvac contractors,Construction,Construction,Goods-producing,,,23
238222,Nonresidential plumbing and hvac contractors,Construction,Construction,Goods-producing,,,23
23829,Other building equipment contractors,Construction,Construction,Goods-producing,,,23
238291,Other residential equipment contractors,Construction,Construction,Goods-producing,,,23
238292,Other nonresidential equipment contractors,Construction,Construction,Goods-producing,,,23
2383,Building finishing contractors,Construction,Construction,Goods-producing,,,23
23831,Drywall and insulation contractors,Construction,Construction,Goods-producing,,,23
238311,Residential drywall contractors,Construction,Construction,Goods-producing,,,23
238312,Nonresidential drywall contractors,Construction,Construction,Goods-producing,,,23
23832,Painting and wall covering contractors,Construction,Construction,Goods-producing,,,23
238321,Residential painting contractors,Construction,Construction,Goods-producing,,,23
238322,Nonresidential painting contractors,Construction,Construction,Goods-producing,,,23
23833,Flooring contractors,Construction,Construction,Goods-producing,,,23
238331,Residential flooring contractors,Construction,Construction,Goods-producing,,,23
238332,Nonresidential flooring contractors,Construction,Construction,Goods-producing,,,23
23834,Tile and terrazzo contractors,Construction,Construction,Goods-producing,,,23
238341,Residential tile and terrazzo contractors,Construction,Construction,Goods-producing,,,23
238342,Nonresidential tile and terrazzo contractors,Construction,Construction,Goods-producing,,,23
23835,Finish carpentry contractors,Construction,Construction,Goods-producing,,,23
238351,Residential finish carpentry contractors,Construction,Construction,Goods-producing,,,23
238352,Nonresidential finish carpentry contractors,Construction,Construction,Goods-producing,,,23
23839,Other building finishing contractors,Construction,Construction,Goods-producing,,,23
238391,Other residential finishing contractors,Construction,Construction,Goods-producing,,,23
238392,Other nonresidential finishing contractors,Construction,Construction,Goods-producing,,,23
2389,Other specialty trade contractors,Construction,Construction,Goods-producing,,,23
23891,Site preparation contractors,Construction,Construction,Goods-producing,,,23
238911,Residential site preparation contractors,Construction,Construction,Goods-producing,,,23
238912,Nonresidential site preparation contractors,Construction,Construction,Goods-producing,,,23
23899,All other specialty trade contractors,Construction,Construction,Goods-producing,,,23
238991,All other residential trade contractors,Construction,Construction,Goods-producing,,,23
238992,All other nonresidential trade contractors,Construction,Construction,Goods-producing,,,23
311,Food manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
3111,Animal food manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
31111,Animal food manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311111,Dog and cat food manufacturing,Manufacturing,Manufacturing,Goods-producing,2047,Dog and Cat Food,31
311119,Other animal food manufacturing,Manufacturing,Manufacturing,Goods-producing,723,Crop Preparation Services For Market,31
3112,Grain and oilseed milling,Manufacturing,Manufacturing,Goods-producing,,,31
31121,Flour milling and malt manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311211,Flour milling,Manufacturing,Manufacturing,Goods-producing,2034,"Dehydrated Fruits, Vegetables, Soups",31
311212,Rice milling,Manufacturing,Manufacturing,Goods-producing,2044,Rice Milling,31
311213,Malt manufacturing,Manufacturing,Manufacturing,Goods-producing,2083,Malt,31
31122,Starch and vegetable oil manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311221,Wet corn milling,Manufacturing,Manufacturing,Goods-producing,2046,Wet Corn Milling,31
311222,Soybean processing,Manufacturing,Manufacturing,Goods-producing,,,31
311223,Other oilseed processing,Manufacturing,Manufacturing,Goods-producing,,,31
311224,Soybean and other oilseed processing,Manufacturing,Manufacturing,Goods-producing,2074,Cottonseed Oil Mills,31
311225,Fats and oils refining and blending,Manufacturing,Manufacturing,Goods-producing,2046,Wet Corn Milling,31
31123,Breakfast cereal manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311230,Breakfast cereal manufacturing,Manufacturing,Manufacturing,Goods-producing,2043,Cereal Breakfast Foods,31
3113,Sugar and confectionery product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
31131,Sugar manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311311,Sugarcane mills,Manufacturing,Manufacturing,Goods-producing,,,31
311313,Beet sugar manufacturing,Manufacturing,Manufacturing,Goods-producing,2063,Beet Sugar,31
311314,Cane sugar manufacturing,Manufacturing,Manufacturing,Goods-producing,2061,Raw Cane Sugar,31
31132,Confectionery manufacturing from cacao beans,Manufacturing,Manufacturing,Goods-producing,,,31
311320,Confectionery manufacturing from cacao beans,Manufacturing,Manufacturing,Goods-producing,,,31
31133,Confectionery mfg. from purchased chocolate,Manufacturing,Manufacturing,Goods-producing,,,31
311330,Confectionery mfg. from purchased chocolate,Manufacturing,Manufacturing,Goods-producing,,,31
31134,Nonchocolate confectionery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311340,Nonchocolate confectionery manufacturing,Manufacturing,Manufacturing,Goods-producing,2064,Candy and Other Confectionery Products,31
31135,Chocolate and confectionery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311351,Chocolate and confectionery mfg. from cacao,Manufacturing,Manufacturing,Goods-producing,2066,Chocolate and Cocoa Products,31
31212,Breweries,Manufacturing,Manufacturing,Goods-producing,,,31
311352,Confectionery mfg. from purchased chocolate,Manufacturing,Manufacturing,Goods-producing,2064,Candy and Other Confectionery Products,31
3114,Fruit and vegetable preserving and specialty,Manufacturing,Manufacturing,Goods-producing,,,31
31141,Frozen food manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311411,Frozen fruit and vegetable manufacturing,Manufacturing,Manufacturing,Goods-producing,2037,Frozen Fruits and Vegetables,31
311412,Frozen specialty food manufacturing,Manufacturing,Manufacturing,Goods-producing,2038,"Frozen Specialties, Nec",31
31142,Fruit and vegetable canning and drying,Manufacturing,Manufacturing,Goods-producing,,,31
311421,Fruit and vegetable canning,Manufacturing,Manufacturing,Goods-producing,2033,Canned Fruits and Specialties,31
311422,Specialty canning,Manufacturing,Manufacturing,Goods-producing,2032,Canned Specialties,31
311423,Dried and dehydrated food manufacturing,Manufacturing,Manufacturing,Goods-producing,2034,"Dehydrated Fruits, Vegetables, Soups",31
3115,Dairy product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
31151,"Dairy product, except frozen, manufacturing",Manufacturing,Manufacturing,Goods-producing,,,31
311511,Fluid milk manufacturing,Manufacturing,Manufacturing,Goods-producing,2023,"Dry, Condensed, Evaporated Products",31
311512,Creamery butter manufacturing,Manufacturing,Manufacturing,Goods-producing,2021,Creamery Butter,31
311513,Cheese manufacturing,Manufacturing,Manufacturing,Goods-producing,2022,Cheese; Natural and Processed,31
311514,"Dry, condensed, and evaporated dairy products",Manufacturing,Manufacturing,Goods-producing,2023,"Dry, Condensed, Evaporated Products",31
31152,Ice cream and frozen dessert manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311520,Ice cream and frozen dessert manufacturing,Manufacturing,Manufacturing,Goods-producing,2024,Ice Cream and Frozen Desserts,31
3116,Animal slaughtering and processing,Manufacturing,Manufacturing,Goods-producing,,,31
31161,Animal slaughtering and processing,Manufacturing,Manufacturing,Goods-producing,,,31
311611,"Animal, except poultry, slaughtering",Manufacturing,Manufacturing,Goods-producing,751,"Livestock Services, Except Veterinary",31
311612,Meat processed from carcasses,Manufacturing,Manufacturing,Goods-producing,2013,Sausages and Other Prepared Meats,31
311613,Rendering and meat byproduct processing,Manufacturing,Manufacturing,Goods-producing,2013,Sausages and Other Prepared Meats,31
311615,Poultry processing,Manufacturing,Manufacturing,Goods-producing,2015,Poultry Slaughtering and Processing,31
3117,Seafood product preparation and packaging,Manufacturing,Manufacturing,Goods-producing,,,31
31171,Seafood product preparation and packaging,Manufacturing,Manufacturing,Goods-producing,,,31
311710,Seafood product preparation and packaging,Manufacturing,Manufacturing,Goods-producing,2077,Animal and Marine Fats and Oils,31
311711,Seafood canning,Manufacturing,Manufacturing,Goods-producing,,,31
311712,Fresh and frozen seafood processing,Manufacturing,Manufacturing,Goods-producing,,,31
3118,Bakeries and tortilla manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
31181,Bread and bakery product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311811,Retail bakeries,Manufacturing,Manufacturing,Goods-producing,5461,Retail Bakeries,31
311812,Commercial bakeries,Manufacturing,Manufacturing,Goods-producing,2051,"Bread, Cake, and Related Products",31
311813,Frozen cakes and other pastries manufacturing,Manufacturing,Manufacturing,Goods-producing,2053,"Frozen Bakery Products, Except Bread",31
31182,"Cookie, cracker, and pasta manufacturing",Manufacturing,Manufacturing,Goods-producing,,,31
311821,Cookie and cracker manufacturing,Manufacturing,Manufacturing,Goods-producing,2052,Cookies and Crackers,31
311822,Mixes and dough made from purchased flour,Manufacturing,Manufacturing,Goods-producing,,,31
311823,Dry pasta manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311824,"Pasta, dough and mixes from purchased flour",Manufacturing,Manufacturing,Goods-producing,2045,Prepared Flour Mixes and Doughs,31
31183,Tortilla manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311830,Tortilla manufacturing,Manufacturing,Manufacturing,Goods-producing,2099,"Food Preparations, Nec",31
3119,Other food manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
31191,Snack food manufacturing,Manufacturing,Manufacturing,Goods-producing,,,31
311911,Roasted nuts and peanut butter manufacturing,Manufacturing,Manufacturing,Goods-producing,2068,Salted and Roasted Nuts and Seeds,31
